国,ポジション,選手名,所属チーム名,チームランキング,チームパワー,エリア,小さい
南アフリカ,FW,レレボヒレ・モフォケン,オーランド・パイレーツ,265,82.3,アフリカ,南アフリカ
南アフリカ,DF,ンコシナティ・シビシ,オーランド・パイレーツ,265,82.3,アフリカ,南アフリカ
コンゴ民主共和国,FW,ブライアン・シペンガ,カステジョン,266,82.2,ヨーロッパ,スペイン
チュニジア,FW,エリアス・サード,ハノーファー,268,82.2,ヨーロッパ,ドイツ
南アフリカ,DF,イメ・オコン,ハノーファー,268,82.2,ヨーロッパ,ドイツ
モロッコ,GK,ムニル・エル・カジュイ,ベルカンヌ,271,82.2,アフリカ,モロッコ
オーストリア,GK,パトリック・ペンツ,ブレンビー,275,82.1,ヨーロッパ,デンマーク
ボスニア・ヘルツェゴビナ,MF,ベンヤミン・タヒロヴィッチ,ブレンビー,275,82.1,ヨーロッパ,デンマーク
パラグアイ,DF,フアン・カセレス,ディナモ・モスクワ,276,82.1,ヨーロッパ,ロシア
メキシコ,MF,ルイス・チャベス,ディナモ・モスクワ,276,82.1,ヨーロッパ,ロシア
ベルギー,MF,アクセル・ヴィツェル,ジローナ,278,82.1,ヨーロッパ,スペイン
モロッコ,MF,アゼディン・ウナヒ,ジローナ,278,82.1,ヨーロッパ,スペイン
イラク,DF,フセイン・アリ,ポゴニ・シュチェチン,280,82,ヨーロッパ,ポーランド
ハイチ,DF,カルラン・アルキュス,アンジェ,282,82,ヨーロッパ,フランス
モロッコ,FW,アミン・スバイ,アンジェ,282,82,ヨーロッパ,フランス
セネガル,FW,シェリフ・エンディアイェ,サムスンスポル,283,82,ヨーロッパ,トルコ
ハイチ,DF,ウィルゲンス・ポーガンズ,ズルテ・ワレヘム,284,82,ヨーロッパ,トルコ
カナダ,FW,サイル・ラリン,マジョルカ,287,81.9,ヨーロッパ,スペイン
コロンビア,DF,ホアン・モヒカ,マジョルカ,287,81.9,ヨーロッパ,スペイン
ポルトガル,MF,サム・コスタ,マジョルカ,287,81.9,ヨーロッパ,スペイン
チュニジア,DF,ディラン・ブロン,セルヴェット,291,81.8,ヨーロッパ,スイス
エクアドル,MF,ペドロ・ビテ,UNAMプマース,295,81.8,北中米,メキシコ
パナマ,MF,アダルベルト・カラスキージャ,UNAMプマース,295,81.8,北中米,メキシコ
メキシコ,FW,ギジェルモ・マルティネス,UNAMプマース,295,81.8,北中米,メキシコ
南アフリカ,FW,イクラーム・レイナーズ,マメロディ・サンダウンズ,300,81.7,アフリカ,南アフリカ
南アフリカ,DF,オーブリー・モディバ,マメロディ・サンダウンズ,300,81.7,アフリカ,南アフリカ
南アフリカ,DF,クリソ・ムダウ,マメロディ・サンダウンズ,300,81.7,アフリカ,南アフリカ
南アフリカ,DF,クルマニ・ンダマネ,マメロディ・サンダウンズ,300,81.7,アフリカ,南アフリカ
南アフリカ,MF,ジェイデン・アダムス,マメロディ・サンダウンズ,300,81.7,アフリカ,南アフリカ
南アフリカ,MF,ゼンバ・ズワネ,マメロディ・サンダウンズ,300,81.7,アフリカ,南アフリカ
南アフリカ,MF,テボホ・モコエナ,マメロディ・サンダウンズ,300,81.7,アフリカ,南アフリカ
南アフリカ,GK,ロンウェン・ウィリアムズ,マメロディ・サンダウンズ,300,81.7,アフリカ,南アフリカ
韓国,MF,イ・ギヒョク,江原FC,303,81.6,アジア,韓国
アルジェリア,DF,ジャウエン・アジャム,ヤング・ボーイズ,304,81.6,ヨーロッパ,スイス
スイス,MF,クリスティアン・ファスナハト,ヤング・ボーイズ,304,81.6,ヨーロッパ,スイス
スイス,GK,マルビン・ケラー,ヤング・ボーイズ,304,81.6,ヨーロッパ,スイス
チュニジア,DF,ヤン・ヴァレリー,ヤング・ボーイズ,304,81.6,ヨーロッパ,スイス
ハイチ,DF,キート・テルモンシー,ヤング・ボーイズ,304,81.6,ヨーロッパ,スイス
ボスニア・ヘルツェゴビナ,MF,アルミン・ギゴヴィッチ,ヤング・ボーイズ,304,81.6,ヨーロッパ,スイス
パラグアイ,FW,グスタボ・カバジェロ,ポーツマス,306,81.6,ヨーロッパ,イングランド
カーボベルデ,MF,デロイ・ドゥアルテ,ルドゴレツ,307,81.6,ヨーロッパ,ブルガリア
コートジボワール,FW,ウマル・ディアキテ,サークル・ブルッヘ,310,81.5,ヨーロッパ,ベルギー
エクアドル,FW,アントニー・バレンシア,ロイヤル・アントワープ,311,81.5,ヨーロッパ,ベルギー
オーストリア,GK,アレクサンダー・シュラーガー,ザルツブルク,314,81.5,ヨーロッパ,オーストリア
ボスニア・ヘルツェゴビナ,MF,ケリム・アライベゴヴィッチ,ザルツブルク,314,81.5,ヨーロッパ,オーストリア
ヨルダン,FW,モハメド・アブズライク,ラジャ・カサブランカ,318,81.4,アフリカ,モロッコ
イラク,MF,アミル・アル・アマリ,KSクラコヴィア,321,81.4,ヨーロッパ,ポーランド
メキシコ,DF,セサル・モンテス,ロコモティフ・モスクワ,323,81.3,ヨーロッパ,ロシア
チェコ,MF,ヴラディミール・ダリダ,フラデツ・クラーロヴェー,326,81.3,ヨーロッパ,チェコ
オーストラリア,MF,キャメロン・デブリン,ハーツ,329,81.2,ヨーロッパ,スコットランド
スコットランド,GK,クレイグ・ゴードン,ハーツ,329,81.2,ヨーロッパ,スコットランド
スコットランド,FW,ローレンス・シャンクランド,ハーツ,329,81.2,ヨーロッパ,スコットランド
クロアチア,FW,ペタル・ムサ,FCダラス,331,81.2,北中米,アメリカ
スウェーデン,DF,ヘルマン・ヨハンソン,FCダラス,331,81.2,北中米,アメリカ
ハイチ,FW,ルイシウス・ディードソン,FCダラス,331,81.2,北中米,アメリカ
ハイチ,DF,ジャン＝ケヴィン・デュヴェルヌ,コルトレイク,332,81.2,ヨーロッパ,ベルギー
ボスニア・ヘルツェゴビナ,FW,ヨヴォ・ルキッチ,クルージュ,334,81.2,ヨーロッパ,ルーマニア
モロッコ,DF,レドゥアン・ハルハル,メヘレン,335,81.2,ヨーロッパ,ベルギー
アメリカ,GK,クリス・ブレイディ,シカゴ・ファイアー,336,81.1,北中米,アメリカ
カナダ,DF,ジョエル・ウォーターマン,シカゴ・ファイアー,336,81.1,北中米,アメリカ
南アフリカ,DF,ムベケゼリ・ムボカジ,シカゴ・ファイアー,336,81.1,北中米,アメリカ
南アフリカ,DF,サムケレ・カビニ,モルデ,337,81.1,ヨーロッパ,ノルウェー
アメリカ,GK,マット・フリース,ニューヨーク・シティ,338,81.1,北中米,アメリカ
オーストラリア,MF,エイデン・オニール,ニューヨーク・シティ,338,81.1,北中米,アメリカ
オーストラリア,DF,カイ・トレウィン,ニューヨーク・シティ,338,81.1,北中米,アメリカ
パナマ,GK,ルイス・メヒア,ナシオナル,339,81.1,南アメリカ,ウルグアイ
パナマ,DF,セサル・ブラックマン,スロヴァン・ブラティスラヴァ,340,81.1,ヨーロッパ,スロバキア
カーボベルデ,FW,ジウソン・タヴァレス,エストリウ,341,81.1,ヨーロッパ,ポルトガル
コンゴ民主共和国,DF,スティーブ・カプアディ,ヴィジェフ・ウッチ,343,81.1,ヨーロッパ,ポーランド
ウルグアイ,FW,フェデリコ・ビニャス,オビエド,346,81,ヨーロッパ,スペイン
エジプト,FW,ハイセム・ハッサン,オビエド,346,81,ヨーロッパ,スペイン
ガーナ,MF,クワシ・シボ,オビエド,346,81,ヨーロッパ,スペイン
イラン,MF,サイード・エザトラヒ,シャバーブ・アル・アハリ,347,81,アジア,アラブ
日本,MF/FW,町野修斗,FCシンシナティ,355,80.9,北中米,アメリカ
コンゴ民主共和国,GK,ティモシー・ファユル,FCノア,357,80.9,ヨーロッパ,アルメニア
ボスニア・ヘルツェゴビナ,GK,ムラデン・ユルカス,FKボラツ,366,80.7,ヨーロッパ,ボスニア
アルジェリア,DF,モハメド・アミヌ・トガイ,エスペランス,368,80.7,アフリカ,チュニジア
チュニジア,DF,モハメド・アミン・ベン・ハミダ,エスペランス,368,80.7,アフリカ,チュニジア
エジプト,DF,アーメド・ファトウー,ザマレク,370,80.6,アフリカ,エジプト
エジプト,GK,エル・マフディ・ソリマン,ザマレク,370,80.6,アフリカ,エジプト
エジプト,DF,ホッサム・アブデルマギド,ザマレク,370,80.6,アフリカ,エジプト
エクアドル,DF,ジャクソン・ポロソ,ティフアナ,382,80.5,北中米,メキシコ
メキシコ,MF,ヒルベルト・モラ,ティフアナ,382,80.5,北中米,メキシコ
イラク,MF,アイマール・シェール,サルプスボルグ08,384,80.5,ヨーロッパ,ノルウェー
エジプト,DF,ラミー・ラビア,アル・アイン,385,80.5,アジア,アラブ
パラグアイ,MF,アレハンドロ・ロメロ,アル・アイン,385,80.5,アジア,アラブ
モロッコ,FW,スフィアン・ラヒミ,アル・アイン,385,80.5,アジア,アラブ
スウェーデン,MF,タハ・アリ,マルメ,388,80.5,ヨーロッパ,スウェーデン
アメリカ,DF,マックス・アーフステン,コロンバス・クルー,390,80.4,北中米,アメリカ
カーボベルデ,DF,スティーヴン・モレイラ,コロンバス・クルー,390,80.4,北中米,アメリカ
コロンビア,MF,ハメス・ロドリゲス,ミネソタ・ユナイテッド,395,80.3,北中米,アメリカ
ニュージーランド,DF,マイケル・ボクソール,ミネソタ・ユナイテッド,395,80.3,北中米,アメリカ
パナマ,MF,カルロス・ハーベイ,ミネソタ・ユナイテッド,395,80.3,北中米,アメリカ
ハイチ,MF,ダンリー・ジャン＝ジャック,フィラデルフィア・ユニオン,397,80.3,北中米,アメリカ
南アフリカ,DF,オルウェトゥ・マカンヤ,フィラデルフィア・ユニオン,397,80.3,北中米,アメリカ
スウェーデン,GK,クリストフェル・ノードフェルト,AIK,398,80.2,ヨーロッパ,スウェーデン
オーストラリア,DF,ミロシュ・デゲネク,APOEL,405,80.1,ヨーロッパ,キプロス
カーボベルデ,FW,エリオ・バレラ,マッカビ・テルアビブ,406,80.1,アジア,イスラエル
イラク,FW,モハナド・アリ,アリス・テッサロニキ,413,80,ヨーロッパ,ギリシャ
コンゴ民主共和国,DF,ゲデオン・カルル,アリス・テッサロニキ,413,80,ヨーロッパ,ギリシャ
ハイチ,FW,レニー・ジョゼフ,レアル・ソルトレイク,419,79.9,北中米,アメリカ
カーボベルデ,DF,ジョアン・パウロ,FCSB,427,79.7,ヨーロッパ,ルーマニア
アルジェリア,FW,モハメド・アムラ,ヴォルフスブルク,428,79.7,ヨーロッパ,ドイツ
オーストリア,MF,パトリック・ヴィマー,ヴォルフスブルク,428,79.7,ヨーロッパ,ドイツ
ガーナ,DF,ジョナス・アジェテイ,ヴォルフスブルク,428,79.7,ヨーロッパ,ドイツ
スウェーデン,MF,マティアス・スヴァンベリ,ヴォルフスブルク,428,79.7,ヨーロッパ,ドイツ
日本,MF/FW,塩貝健人,ヴォルフスブルク,428,79.7,ヨーロッパ,ドイツ
カーボベルデ,GK,CJ・ドス・サントス,サンディエゴFC,439,79.6,北中米,アメリカ
パナマ,MF,アニバル・ゴドイ,サンディエゴFC,439,79.6,北中米,アメリカ
キュラソー,DF,リーシェドリー・バズール,コンヤスポル,443,79.6,ヨーロッパ,トルコ
ウルグアイ,GK,サンティアゴ・メレ,モンテレイ,444,79.6,北中米,メキシコ
スコットランド,FW,リンドン・ダイクス,チャールトン,451,79.4,ヨーロッパ,イングランド
オーストラリア,FW,ネストリー・イランクンダ,ワトフォード,452,79.4,ヨーロッパ,イングランド
キュラソー,MF,レアンドロ・バクーナ,ワトフォード,452,79.4,ヨーロッパ,イングランド
コンゴ民主共和国,MF,エド・カイェンベ,ワトフォード,452,79.4,ヨーロッパ,イングランド
ノルウェー,GK,エギル・セルヴィク,ワトフォード,452,79.4,ヨーロッパ,イングランド
韓国,DF,イ・テソク,オーストリア・ウィーン,458,79.4,ヨーロッパ,オーストリア
コートジボワール,GK,ヤヒア・フォファナ,チャイクル・リゼスポル,461,79.4,ヨーロッパ,トルコ
トルコ,DF,サメト・アクアイディン,チャイクル・リゼスポル,461,79.4,ヨーロッパ,トルコ
ハイチ,FW,フランズディ・ピエロ,チャイクル・リゼスポル,461,79.4,ヨーロッパ,トルコ
日本,MF/FW,中村敬斗,スタッド・ランス,470,79.2,ヨーロッパ,フランス
カナダ,GK,マクシム・クレポー,オーランド・シティ,472,79.2,北中米,アメリカ
クロアチア,FW,マルコ・パシャリッチ,オーランド・シティ,472,79.2,北中米,アメリカ
パラグアイ,MF,ブライアン・オヘダ,オーランド・シティ,472,79.2,北中米,アメリカ
アメリカ,DF,ティム・リーム,シャーロットFC,478,79.1,北中米,アメリカ
ボスニア・ヘルツェゴビナ,MF,エルミン・マフミッチ,スロヴァン・リベレツ,479,79.1,ヨーロッパ,チェコ
アルジェリア,MF,フセム・アワール,アル・イテハド,482,79.1,アジア,サウジアラビア
サウジアラビア,FW,サレー・アル・シェフリ,アル・イテハド,482,79.1,アジア,サウジアラビア
サウジアラビア,DF,ハッサーン・カデシュ,アル・イテハド,482,79.1,アジア,サウジアラビア
ブラジル,MF,ファビーニョ,アル・イテハド,482,79.1,アジア,サウジアラビア
イラン,FW,アミロホセイン・ホセインザデー,トラークトゥール,484,79.1,アジア,イラン
イラン,GK,アリレザ・ベイランヴァンド,トラークトゥール,484,79.1,アジア,イラン
イラン,DF,ショジャー・ハリルザデー,トラークトゥール,484,79.1,アジア,イラン
イラン,MF,メフディ・トラビ,トラークトゥール,484,79.1,アジア,イラン
ウズベキスタン,MF,オディルジョン・ハムロベコフ,トラークトゥール,484,79.1,アジア,イラン
ニュージーランド,DF,フィン・サーマン,ポートランド・ティンバーズ,493,78.9,北中米,アメリカ
スコットランド,DF,グラント・ハンリー,ハイバーニアン,495,78.9,ヨーロッパ,スコットランド
韓国,DF,キム・ムンファン,大田ハナシチズン,500,78.9,アジア,韓国
オーストラリア,FW,コナー・メトカーフ,ザンクト・パウリ,501,78.8,ヨーロッパ,ドイツ
オーストラリア,MF,ジャクソン・アーバイン,ザンクト・パウリ,501,78.8,ヨーロッパ,ドイツ
スウェーデン,DF,エリック・スミス,ザンクト・パウリ,501,78.8,ヨーロッパ,ドイツ
ボスニア・ヘルツェゴビナ,GK,ニコラ・ヴァシリ,ザンクト・パウリ,501,78.8,ヨーロッパ,ドイツ
イラク,FW,アリ・アル・ハマディ,ルートン・タウン,504,78.3,ヨーロッパ,イングランド
カーボベルデ,MF,ラロス・ドゥアルテ,プスカシュ・アカデーミア,506,78.7,ヨーロッパ,ハンガリー
スウェーデン,GK,ヴィクトル・ヨハンソン,ストーク・シティ,507,78.7,ヨーロッパ,イングランド
韓国,MF,ペ・ジュノ,ストーク・シティ,507,78.7,ヨーロッパ,イングランド
コンゴ民主共和国,FW,メシャック・エリア,アランヤスポル,510,78.7,ヨーロッパ,トルコ
ガーナ,MF,オーガスティン・ボアキエ,サンテティエンヌ,511,78.7,ヨーロッパ,フランス
ニュージーランド,FW,ベン・オールド,サンテティエンヌ,511,78.7,ヨーロッパ,フランス
パナマ,FW,トマス・ロドリゲス,サプリサ,518,78.6,北中米,コスタリカ
パナマ,DF,フィデル・エスコバル,サプリサ,518,78.6,北中米,コスタリカ
カーボベルデ,FW,ダイロン・リブラメント,カーサ・ピア,528,78.6,ヨーロッパ,ポルトガル
アルジェリア,DF,ジネディーヌ・ベライド,JSカビリー,531,78.6,アフリカ,アルジェリア
スウェーデン,FW,アレクサンデル・ベルンハルトソン,ホルシュタイン・キール,533,78.5,ヨーロッパ,ドイツ
アルジェリア,GK,ルカ・ジダン,グラナダ,538,78.5,ヨーロッパ,スペイン
ニュージーランド,FW,イライジャ・ジャスト,マザーウェル,539,78.5,ヨーロッパ,スコットランド
コロンビア,DF,デイベル・マチャド,ナント,546,78.4,ヨーロッパ,フランス
カナダ,MF,ジェイデン・ネルソン,オースティンFC,548,78.4,オセアニア,ニュージーランド
ニュージーランド,DF,カラン・エリオット,オークランドFC,548,78.4,オセアニア,ニュージーランド
ニュージーランド,FW,ジェシー・ランドール,オークランドFC,548,78.4,オセアニア,ニュージーランド
ニュージーランド,DF,ナンド・パイナカー,オークランドFC,548,78.4,オセアニア,ニュージーランド
ニュージーランド,DF,フランシス・デ・フリース,オークランドFC,548,78.4,オセアニア,ニュージーランド
ニュージーランド,GK,マイケル・ウッド,オークランドFC,548,78.4,オセアニア,ニュージーランド
カーボベルデ,FW,ジョバネ・カブラル,エストレラ・アマドーラ,552,78.4,ヨーロッパ,ポルトガル
パナマ,DF,ホルヘ・グティエレス,デポルティボ・ラ・グアイラ,553,78.3,南アメリカ,ベネズエラ
キュラソー,GK,タイリーク・ボダック,テルスター,554,78.3,ヨーロッパ,オランダ
キュラソー,MF,タイリース・ノスリン,テルスター,554,78.3,ヨーロッパ,オランダ
キュラソー,DF,シュランディ・サンボ,スパルタ・ロッテルダム,556,78.3,ヨーロッパ,オランダ
ノルウェー,MF,モルテン・トルスビー,クレモネーゼ,558,78.3,ヨーロッパ,イタリア
パラグアイ,FW,アントニオ・サナブリア,クレモネーゼ,558,78.3,ヨーロッパ,イタリア
コンゴ民主共和国,FW,ナタナエル・ムブク,モンペリエ,559,77.9,ヨーロッパ,フランス
オーストラリア,DF,ルーカス・ヘリントン,コロラド・ラピッズ,567,78.2,北中米,アメリカ
韓国,MF,イ・ドンギョン,蔚山HD,577,78.1,アジア,韓国
韓国,GK,チョ・ヒョヌ,蔚山HD,577,78.1,アジア,韓国
キュラソー,FW,ケンジ・ゴレ,マッカビ・ハイファ,578,78.1,アジア,イスラエル
セネガル,DF,アブドゥライェ・セック,マッカビ・ハイファ,578,78.1,アジア,イスラエル
オーストラリア,FW,アヴェル・マビル,メルボルン・シティ,587,78,オセアニア,オーストリア
オーストラリア,DF,アジズ・ベヒッチ,メルボルン・シティ,587,78,オセアニア,オーストリア
オーストラリア,GK,パトリック・ビーチ,メルボルン・シティ,587,78,オセアニア,オーストリア
オーストラリア,FW,マシュー・レッキー,メルボルン・シティ,587,78,オセアニア,オーストリア
イラク,GK,アーメド・バースィル,アル・ショルタ,588,78,アジア,イラク
イラク,DF,マナフ・ユーニス,アル・ショルタ,588,78,アジア,イラク
イラク,DF,ムスタファ・サードー,アル・ショルタ,588,78,アジア,イラク
ニュージーランド,FW,カラム・マッコワット,シルケボー,594,78,ヨーロッパ,デンマーク
カタール,FW,アクラム・アフィフ,アル・サッド,595,78,アジア,カタール
カタール,FW,ハッサン・アル=ハイドス,アル・サッド,595,78,アジア,カタール
カタール,DF,ブアレム・フヒ,アル・サッド,595,78,アジア,カタール
カタール,DF,ペドロ・ミゲル（ロー・ロー）,アル・サッド,595,78,アジア,カタール
カタール,GK,マシャアル・バルシャム,アル・サッド,595,78,アジア,カタール
ボスニア・ヘルツェゴビナ,MF,ジェニス・ブルニッチ,カールスルーエ,598,77.9,ヨーロッパ,ドイツ
イラン,DF,アリア・ユセフィ,セパハン,600,77.9,アジア,イラン
イラン,DF,エフサン・ハジサフィ,セパハン,600,77.9,アジア,イラン
イラン,GK,ホセイン・ホセイニ,セパハン,600,77.9,アジア,イラン
イラン,MF,モハマド・モヘビ,FCロストフ,603,77.9,ヨーロッパ,ロシア
パナマ,DF,ジオバニ・ラモス,プエルト・カベージョ,606,77.9,南アメリカ,ベネズエラ
アルジェリア,DF,ラフィク・ベルガリ,エラス・ヴェローナ,608,77.9,ヨーロッパ,フランス
ウズベキスタン,MF,ジャムシド・イスカンデロフ,ネフチ,609,77.9,アジア,アゼルバイジャン
ウズベキスタン,DF,ファルーフ・サイフィエフ,ネフチ,609,77.9,アジア,アゼルバイジャン
ウズベキスタン,GK,ボティラリ・エルガシェフ,ネフチ,609,77.9,アジア,アゼルバイジャン
コンゴ民主共和国,MF,サミュエル・ムトゥサミー,アトロミトス,618,77.7,ヨーロッパ,ギリシャ
ヨルダン,MF,モハメド・アブ・タハ,アル・クウワ・アル・ジャウウィーヤ,625,77.7,アジア,イラク
チュニジア,DF,アデム・アルース,カスムパシャ,626,77.7,ヨーロッパ,トルコ
チュニジア,MF,モルタダ・ベン・ワネス,カスムパシャ,626,77.7,ヨーロッパ,トルコ
トルコ,FW,イフラン・ジャン・カフヴェジ,カスムパシャ,626,77.7,ヨーロッパ,トルコ
アメリカ,GK,マット・ターナー,ニューイングランド・レボリューション,629,77.7,北中米,アメリカ
コロンビア,GK,カミーロ・バルガス,アトラス,630,77.7,北中米,メキシコ
オーストラリア,DF,ハリー・ソウター,レスター・シティ,635,77.6,ヨーロッパ,イングランド
ガーナ,MF,アブドゥル・ファタウ,レスター・シティ,635,77.6,ヨーロッパ,イングランド
ガーナ,FW,ジョーダン・アイェウ,レスター・シティ,635,77.6,ヨーロッパ,イングランド
スイス,MF,ミシェル・エービシェル,ピサ,637,77.6,ヨーロッパ,イタリア
ヨルダン,DF,エフサン・ハダッド,アル・フセイン,641,77.5,アジア,ヨルダン
ヨルダン,DF,サイード・アル・ロサン,アル・フセイン,641,77.5,アジア,ヨルダン
ヨルダン,DF,サリム・オベイド,アル・フセイン,641,77.5,アジア,ヨルダン
ヨルダン,FW,マフムード・アル・マルディ,アル・フセイン,641,77.5,アジア,ヨルダン
ヨルダン,MF,モハンマド・アブ・ゴシュ,アル・フセイン,641,77.5,アジア,ヨルダン
ヨルダン,GK,ヤジード・アブレイラ,アル・フセイン,641,77.5,アジア,ヨルダン
ヨルダン,MF,ラジャーイー・アーイド,アル・フセイン,641,77.5,アジア,ヨルダン
パナマ,MF,ホセ・ルイス・ロドリゲス,フアレス,642,77.5,北中米,メキシコ
オーストリア,MF,アレッサンドロ・シェプフ,ヴォルフスベルガー,649,77.5,ヨーロッパ,オーストラリア
イラン,FW,アリ・アリプール,ペルセポリス,663,77.3,アジア,イラン
イラン,GK,パヤム・ニアズマンド,ペルセポリス,663,77.3,アジア,イラン
イラン,DF,ホセイン・カナーニ,ペルセポリス,663,77.3,アジア,イラン
イラン,DF,ミラド・モハマディ,ペルセポリス,663,77.3,アジア,イラン
ウズベキスタン,FW,イゴール・セルゲエフ,ペルセポリス,663,77.3,アジア,イラン
ウズベキスタン,FW,オストン・ウルノフ,ペルセポリス,663,77.3,アジア,イラン
コートジボワール,MF,ジャン＝ミカエル・セリ,NKマリボル,666,77.3,ヨーロッパ,スロベニア
チュニジア,DF,オマル・レキク,NKマリボル,666,77.3,ヨーロッパ,スロベニア
ボスニア・ヘルツェゴビナ,DF,ニハド・ムヤキッチ,ガズィアンテプ,667,77.3,ヨーロッパ,トルコ
パナマ,DF,ロデリック・ミラー,トゥラン・トヴス,675,77.2,ヨーロッパ,アゼルバイジャン
オーストラリア,FW,ニシャン・ベルピライ,メルボルン・ビクトリー,679,77.2,オセアニア,オーストラリア
カーボベルデ,DF,ストピラ,トレエンセ,680,77.1,ヨーロッパ,ポルトガル
オーストラリア,DF,ジェイコブ・イタリアーノ,グラーツァー,689,77,ヨーロッパ,オーストリア
カーボベルデ,MF,ジャミロ・モンテイロ,PECズウォレ,694,77,ヨーロッパ,オランダ
キュラソー,DF,シェレル・フロラヌス,PECズウォレ,694,77,ヨーロッパ,オランダ
ニュージーランド,MF,ライアン・トーマス,ズヴォレ,694,77,ヨーロッパ,オランダ
ニュージーランド,MF,ラクラン・ベイリス,ニューカッスル・ジェッツ,700,76.9,オセアニア,オーストラリア
イラン,MF,アミルモハマド・ラザギニア,エステグラル,701,76.9,アジア,イラン
イラン,DF,サレー・ハルダニ,エステグラル,701,76.9,アジア,イラン
イラン,MF,ルーズベヒ・チェシミ,エステグラル,701,76.9,アジア,イラン
ウズベキスタン,MF,ジャロリディン・マシャリポフ,エステグラル,701,76.9,アジア,イラン
ウズベキスタン,DF,ルスタム・アシュルマトフ,エステグラル,701,76.9,アジア,イラン
ハイチ,FW,デュケンス・ナゾン,エステグラル,701,76.9,アジア,イラン
カナダ,MF,ジョナサン・オソリオ,トロントFC,706,76.9,北中米,カナダ
カナダ,DF,リッチー・ラリア,トロントFC,706,76.9,北中米,カナダ
ハイチ,FW,デリック・エティエンヌJr.,トロントFC,706,76.9,北中米,カナダ
アルジェリア,DF,アシュレフ・アバダ,USMアルジェ,707,76.9,アフリカ,アルジェリア
アルジェリア,GK,ウサマ・ベンボット,USMアルジェ,707,76.9,アフリカ,アルジェリア
オーストラリア,MF,ポール・オコン,シドニーFC,709,76.8,オセアニア,オーストラリア
モロッコ,GK,レダ・タグナウティ,ウィダード・カサブランカ,719,76.8,アフリカ,モロッコ
パラグアイ,MF,マティアス・ガラルサ,アトランタ・ユナイテッド,733,76.6,北中米,アメリカ
パラグアイ,FW,ミゲル・アルミロン,アトランタ・ユナイテッド,733,76.6,北中米,アメリカ
チュニジア,FW,ハゼム・マストゥーリ,ディナモ・マハチカラ,737,76.6,ヨーロッパ,ロシア
チュニジア,GK,アブデルモヒブ・シャマフ,クラブ・アフリカン,743,76.5,アフリカ,チュニジア
チュニジア,FW,フィラス・シャウアト,クラブ・アフリカン,743,76.5,アフリカ,チュニジア
南アフリカ,DF,ブラッドリー・クロス,カイザー・チーフス,750,76.4,アフリカ,南アフリカ
ボスニア・ヘルツェゴビナ,MF,イヴァン・バシッチ,アスタナ,763,76.3,アジア,カザフスタン
パナマ,FW,イスマエル・ディアス,レオン,768,76.3,北中米,メキシコ
イラク,DF,レビン・スラカ,ポートFC,785,76.1,アジア,タイ
ヨルダン,DF,アナス・バダウィ,アル・ファイサリー,786,76.1,アジア,ヨルダン
ヨルダン,GK,ヌール・バニ・アティエ,アル・ファイサリー,786,76.1,アジア,ヨルダン
ヨルダン,DF,フサム・アブ・ダハブ,アル・ファイサリー,786,76.1,アジア,ヨルダン
カタール,MF,アブドゥルアジズ・ハテム,アル・ラーヤン,787,76.1,アジア,カタール
カタール,FW,アフメド・アラエルディン,アル・ラーヤン,787,76.1,アジア,カタール
カタール,MF,ジャッセム・ガベル,アル・ラーヤン,787,76.1,アジア,カタール
カタール,GK,マフムド・アブナダ,アル・ラーヤン,787,76.1,アジア,カタール
イラン,MF,モハマド・ゴルバニ,アル・ワフダ,797,76,アジア,アラブ
メキシコ,GK,ギジェルモ・オチョア,AELリマソル,803,75.9,ヨーロッパ,キプロス
南アフリカ,FW,タペロ・マセコ,AELリマソル,803,75.9,ヨーロッパ,キプロス
サウジアラビア,MF,ハリド・アル・ガンナム,アル・イテファク,807,75.8,ヨーロッパ,サウジアラビア
スコットランド,DF,ジャック・ヘンドリー,アル・イテファク,807,75.8,ヨーロッパ,サウジアラビア
イラク,DF,フランス・ディア・プトロス,ペルシブ・バンドン,810,75.8,アジア,インドネシア
エジプト,DF,タレク・アラー,ZED,815,75.8,アフリカ,エジプト
エジプト,MF,マハムード・サベル,ZED,815,75.8,アフリカ,エジプト
ボスニア・ヘルツェゴビナ,DF,デニス・ハジカドゥニッチ,サンプドリア,819,75.8,ヨーロッパ,イタリア
パナマ,GK,セサル・サムディオ,マラトン,834,75.6,北中米,ホンジュラス
エクアドル,GK,モイセス・ラミレス,AEキフィシア,835,75.6,ヨーロッパ,ギリシャ
キュラソー,FW,ジェレミー・アントニッセ,AEキフィシア,835,75.6,ヨーロッパ,ギリシャ
イラン,MF,アリレザ・ジャハンバクシュ,デンデル,844,75.6,ヨーロッパ,ベルギー
カナダ,DF,リュック・デ・フーゲロールズ,デンデル,844,75.6,ヨーロッパ,ベルギー
イラン,DF,アリ・ネマティ,フーラード,854,75.5,アジア,イラン
イラン,DF,ラミン・レザイーアン,フーラード,854,75.5,アジア,イラン
ヨルダン,GK,アブダラー・アル・ファフーリ,アル・ウィダット,855,75.5,アジア,ヨルダン
ヨルダン,MF,モハメド・アル・ダウド,アル・ウィダット,855,75.5,アジア,ヨルダン
スイス,FW,セドリク・イッテン,デッセルドルフ,856,75.5,ヨーロッパ,ドイツ
サウジアラビア,MF,アラー・アル・ヘジ,NEOM,859,75.5,アジア,サウジアラビア
